,0,1,2
534,알리에서 직구한거 한개빼고 다왓네오 ㅋㅋ,흰 스트랩이랑 잘 어울릴거갘아서 삿는데 넘나 잘 어울리는고 ㅋㅋㅋㅋ 여름에는 이거끼고잇어야겟어오 ㅋㅋ 시원해보이네영,2021.07.17. 01:08
535,7월 목표 달성했어요 ㅎㅎ,"불금인데 치맥 안하고 7월 목표 달성 끝내려고두 시간 동안 열심히 운동했네요. ㅋㅋ움직이기 목표 200%, 1,320칼로리생각만큼 쉽진 않네요..이제 샤워 후 개운한 마음으로 블랑 한잔 할랍니다. ㅋㅋㅋ즐주말 되세요~~



 

























​",2021.07.16. 22:14
536,제가 가장좋아하는 브랜드 워치페이스,크~~~깔끔하구만요^^,2021.07.16. 21:21
537,저도 죠르D,​요즘 아이 데리고 집콕이라워치는 탁상시계가 됐습니다오늘 죠르디를 자주 봐서 저도 한번 적용해봤어요민트색 스트랩이 땡겼지만탁상시계에 뭔 새 줄이냐고 있는거 꺼내서 장착했습니다양심적이죠?🤣​​정품 스포츠밴드인데… 색깔 이름이  뭔지 기억이 안나용(뒤지니 구매기록이 나오네요 레몬크림입니다 ㅎㅎㅎㅎ)워치는 다시 탁상시계모드입니다​​​,2021.07.16. 20:38
538,스포츠 밴드,오랜만에 스포츠 밴드 착용해봤습니다,2021.07.16. 20:31
539,워치입문했어요😊,​필요없을거같아서 미루고 미뤘는데..왜 이제샀나 ㅎㅎㅎㅎㅎ🥲🥲🥲무게때문에 스댕 포기하고se알루로 샀는데 이것도 넘치게좋네요!​손목 얇으신분들 스트랩 추천좀 해주세요~​,2021.07.16. 19:03
540,여름 밀레 도전~!,"맨날 스포츠루프만 차고 다니다가여름 밀레가 좋다는 소식에잠들어있던 밀레를 꺼내 산책나왔습니댜🏃🏻‍♀️



 














밀레 피치핑쿠 색 다시봐도 넘예💓역시 골드엔 핑크인 것 같아요😝💕



 

























여름에 밀레 차면 답답하구 더울 것 같아서 개봉도 못했는데여기저기 밀레 넘 잘 차고 다니고 오히려 여름에 더 좋다는말에 바ㅏㅏㅏ로 집 근처 산책 갔다왔는데 생각보다 안 덥고 안 답답하네용!! 🤩여름 밀레 앞으로도 자주 차고 다닐것같네요😝​하 스트랩 이제 좀 자제하려구 했는데…밀레까지만 사고 자제할까봐요🤣🤣​글 쑤다가 떠오른 기억워치 사기 전에 차고 다녔던 시계가 줄이 밀레같은(?) 줄이었네요..여름에 아주 잘 차고 다녀놓고 까먹음😖😬ㅋㅋㅋㅋㅋ 아휴



 

























넘 더울줄 알았는데 바람이 적당히 불어줘서 그런지오늘 하나도 안더웠던 것 같아용(라고 해놓고 집 오자마자 에어컨 켜기🤪)날씨가 넘 좋았던 밀레와 함께하는 온천천 산책이었씁ㅁ다❤️‍🔥",2021.07.16. 17:14
541,"애플워치 겨루기, 피트니스 친구 하실 분 :)",​​한동안 운동 안 하고 막 살다가?ㅋㅋㅋ어제부터 다시 정신차리고 운동 시작했어요.같이 힘내서 매일 조금이라도 운동하실 분!다이어트 하는 여자 분이시면 더 좋아요(동지애💪🏻)​500kcal / 30분 / 12시간 맞춰서 하실 분이면 좋을 것 같아요~!!​댓글이나 쪽지로 메일 주소 남겨주시면 친추 할게요!​​,2021.07.16. 16:52
542,사람잡는 대환장 워치🥵,"안녕하세오오개코몽키입니동🙊​현생살이에 치이고...코로나에 치이고...무엇보다...날씨가 너무 더워서 환장해몽키 찜쪄먹는 날씨야아아😡🤯



 









 



타들어간다 타들어가​



 














개코손목 이열치열 가죽스트랩😂까르띠에 문페이즈 페이스는 사랑이쥬💕최애야 최애🥰



 














마르지엘라 깔끔하니 넘모 맘에드루🤭블랙스트랩과 찰똑쓰​더우니까 시원한 메탈루우 넘어가유



 














웃기지마라님이 공유해주신 워치애니띵 이미지!큐빅베젤링하고 넘나 찰떡쿵떡🥰예쁘게 잘 사용하겠심미더👍🏻​



 














프레드릭콘스탄틴 스켈레톤 페이스😎적용하니 상당히 멋스럽네여?🤪원본은 컬러지만 흑백이 더 멋스러워서 보정해봄👀​



 














마지막은 골댕이를 위한 페이스🤣루이비똥 예뿌네여어어🤭💕



 

























오랜만에 몽키족발인지 닭발인지 찌거봄🤣어휴🤦🏻‍♀️



 









 



오늘은 금요일이니까 더워도 씐나



 









 



그렇다면 몽다리춤🤪​더위먹었나바여아무말대잔치 파티네여😂​호다닥 사라지겠슴미다뿅🙈",2021.07.16. 16:03
543,저도 성공!클락콜로지 다시 사용 할 수 있네요!,흐흐 넘 이쁘네요 ㅋㅋ살은 너무 까맣게 탔고요 ㅋㅋ싱크가 안되어서 껐다키니 됐어요!!신납니다 ㅋㅋ,2021.07.16. 14:43
544,클락콜로지 첫 사용 기념 오메가 무너치 & 놀래쓰 ㅎ,"​오메가 무너치 스누피입니당 ㅋㅋ​이거보고 반해서 애플워치를 사게됐는데 드디어 써보네요 ㅋㅋ​요곤 놀래쓰 썹마 ㅎ​



 














​​근데 aod는 저렇게 되는게 정상인건가요?ㅠㅠ",2021.07.16. 14:22
545,피스마이너스원 사랑~스트랩까지,"​시계를 수영장에서 막쓰다보니까 기스가 많네여..ㅋ​수모에도 피마원 프린트..​배경으로 흐릿하게 보이시나요? ㅎㅎ



 














​​​스트랩에 나이키 마크도 박아보았어요~



 

























이상 저의 수영장 버디 애플워치였습니다 ㅎㅎ",2021.07.16. 14:18
546,밀레는 사랑이네용,저는 밀레가 너무 좋아요~~에르메스 사고 싶었지만.. 스뎅으로 만족해야 겠어요-~~,2021.07.16. 14:01
547,프라이드 어쩌구 샀어요!,ㅎㅎ 예뻐서 기분 좋아용,2021.07.16. 13:22
548,밀레니즈 그래파이트 간지,정품 밀레니즈루프 125000원 주고 샀는데 애플워치se + 그래파이트 스테인리스스틸 밀레니즈루프 조합 ㄹㅇ 영롱그자체 겁나 간지나요 실리콘은 다신 안쓸거 같아요,2021.07.16. 13:03
549,애플워치 한달차!,"애플워치 구매한지 한 달 조금 넘는데 진짜 너무 존예인 것 같아요 ㅠㅠ..시계의 ㅅ자도 모르던 제가 줄질을 하고 있네요 ㅋㅋㅋ최근에 구매한 스트랩 존예뽀스 ㅠㅠ..퍼플 사랑은 어쩔 수 없나봐요 ㅎㅎ,,



 









 














​",2021.07.16. 12:59
550,애플워치가 롤렉스 되어버렸다,정말 고급스럽지 않나요....ㅜ​요즘 같이 반팔만 입고 다닐 때 포인트로 좋을 것 같아요,2021.07.16. 10:32
551,루이st  골드 스댕,워치5 골드스댕 새제품 저렴하게구입했어요.저는 6보다 5 골드색이 더로즈골드빛이라 맘에드네요.넘 영롱하고 예뻐요.애케플들어서 4년은 쓰고싶어요^^​기존에 사용하던 se스그를어찌할까 고민중 입니다.스트랩도 많이 사둬서스그에.맞춘 줄은골드에 또 안어울려요 ㅠ​운동용으로 그냥 두려니또 2개 등록사용하니 번거롭네요.,2021.07.16. 10:25
552,처음올려보는  죠르디 에디션,캬캬캬캬캬님의  죠르디페이스에  맞춰서  케이스랑  밴드로  깔맞춤  해보고  첫  업  해봅니다 ​등업된거도  모르고있었네요 ​손목이  얇은간지  밴드가  큰건지​구멍하나더  뚫고싶어서  송곳찾는중입니다​못생긴손은  자체필터 부탁드려요~​,2021.07.16. 10:15
553,오늘의 워치,"​​안녕하세요 ! 오늘도 여전히더위에 찌부가 될거같은 날이네요 😭그래도 오늘이 금요일이라는 소식에소소하게 행복함을 느끼면서​오늘은 시원한 느낌의 실버 스트랩“ 체인 브레이슬릿 “ 착용해봤어요 !​확실히 실리콘, 스포츠 스트랩보다는무게감이 있지만 착용하는순간 정말이 고급짐 어쩔꺼예요 .. 진짜 출근룩데일리용 스트랩으로 강추합니다 💜  그날 코디에 따라서 선택해 줄질하는게어쩜 이렇게 햄볶한지 ! 워치 없었음 어쩔뻔 .. 🧏🏻‍♀️​아사모 여러분 오늘도 햄볶한 하루되세요 !!!!!



 


 Loading... player_likesound_mutesound_mutesound_volume2sound_volume3 [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.24.6 (PD)Build Date (2021/5/12)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다. topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:00 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기오늘의 워치",2021.07.16. 10:14
554,노동자의 se,"노동자의 워치 se











시계가 빠진 자리엔 탄 흔적이..,







​",2021.07.16. 10:07
555,왕귀엽☺️,아무리 생각해도 실버로 고른건 신의 한 수 인것 같아요ㅋ죠르디도 귀엽....,2021.07.16. 10:00
556,개인적인 정품 스트랩 느낌.,스포츠 밴드- 6.5만 중엔 젤 이쁘다. 근데 착용감이 가장 불편하다.​나이키 스포츠 밴드- 환공포증 유발...​스포츠 루프- 스뎅이나 티타늄도 안이뻐보이게 하는 마법을 지녔다.​솔로루프- 뭔가 꺼려진다.​브레이드 루프- 이쁘긴 한데 시계에 이런 줄이 맞나 싶다.​밀레니즈 루프- 이쁘긴 한데 여성용이란 느낌이 강하다.​가죽 루프- 가죽링크 나온뒤로 쳐다도 안본다.​가죽링크- 대 존 예 ~​모던버클- 여성 한정 존예 ~​링크브레이슬릿- 끝판왕​​​​​PS. 정품줄... 많이 있어도...​어짜피 손가는건 링크랑... 가죽링크...  ​새로운 정품 줄이 나오길 원해요~~~,2021.07.16. 09:58
557,여윽시 여름에는 쇠질 ㅎㅎ,만족만족 대만족입니다 ^^,2021.07.16. 09:49
558,나이키 워치페이스,이게 잴 쓰기 편하고 좋은거 같아요. 다른분들은 어떤거 쓰시나요?,2021.07.16. 09:37
559,애플워치7 루머 종합,디자인​색상 ​터치아이디 ​혈압측정 ​체온측정​스트레스 측정 ​공황장애 감지​​​​,2021.07.16. 09:31
560,스포츠루프 아우라 40mm,워치 스트랩을 바꿀까 하고 보는데스포츠루프 아우라가 너무 이뻐서 구매하려고 보니까40사이즈가 없네요ㅠㅠㅠㅠㅠ당근이나 번장 같은데 봐도 없구ㅠㅠ넘 아쉽ㅠㅠ,2021.07.16. 00:25
561,아디다스 워치 3탄 !,"오늘 하루종일 기분이 안 좋아서 쇼핑을 마구마구신발이랑 옷이랑 가방이랑 이것저것 샀어요 🛍​아디다스를 워낙 좋아해서ㅎㅎㅎ 오늘의 워치는 아니고 내일의 워치를 소개합니다 ​



 














아 일단 산거 자랑 ! !색이 너무 이쁜 크롭티랑 투명 가방이에요여름용 아이템들••💙 가방 너무 귀엽지 않나요 ㅜㅜ가격도 엄청 저렴하길래 충동적으로 사버렸어요 ㅎㅎㅎ​



 














아사모에서 공유받은 사진페이스 + 밀레니즈 블랙 알루미늄 워치는 이런 편한 옷 (?) 이랑 진짜 잘 어울리는 거 같아요👍🏻​



 
















 



투명 가방 너무 귀엽죠 ? 내일부터 알바하러 갈때 맨날 들고 가려구요투명스트랩 제껀 아니구 저희 언니껀데 ㅎ_ㅎ 이렇게 조합하니까 너무 잘 어울려가지구 저도 조만간 하나 사려고 합니다​(페이스는 꽃찡비님께서 공유해주신 클락콜로지 💙)​



 














요런 느낌... ✨​



 
















 



예전에 올렸던 1탄과 2탄인데...나이키 말구 아디다스 버전도 정식으로 나오면 좋겠어요 🥲​​아디다스 클락콜로지https://cafe.naver.com/appleiphone/6685710​아디다스 사진페이스https://cafe.naver.com/appleiphone/6747328​",2021.07.16. 00:24
562,에르메스 + 나이키 써밋화이트,영롱하네유,2021.07.15. 19:00
563,하 애플워치 정품 솔로루프 진심..,정품인데 사용한지 두달정도에 이렇게 되는건,2021.07.15. 17:19
564,지금 스트랩에 뭐가 더 어울리나요ㅎ,이건 imagez라는 앱인데 ​inscribed 라는 앱도 있었군요 크...몰랐다니;;​watch anything 제작사가 나름 유용한​컴플리케이션 잘만든는것같네요,2021.07.15. 16:46
565,구찌갱,오랜만에 링블착용!​이상하게 고기에 된장찌개가 엄청 땡기는 하루네여,2021.07.15. 15:50
566,애플워치3 득했습니다,"친형이 애플워치 기변하고 저에게 사용하던 애플워치를 줬습니다!! (땡큐ㅋㅋ)42mm 배터리 상태 좋네요 워치는 생각도 없었는데 그냥 착 감기는게 그저 기분이 좋네요 기능을 잘 몰라서 시계만 봐도 좋아요



 









 



마스크 쓰고 있어도 잠금 풀리는게 꿀 기능이네요",2021.07.15. 15:42
567,오늘의 날씨는 마치 사우나?,오늘은 날씨가 무려 33도로 매우 덥네요 ㅋㅋ 하지만 다음주에 비하면 아무것도 아닌거 아시죠? 담주는 무려 40도~회원님들 모두 더위 조심하세유~!!!!!,2021.07.15. 14:20
568,기본으로 심플하게,se 44mm입니다​오늘 비도오고 할게 없어서 기본페이스 구경하다가 심플하게 설정해봤습니다,2021.07.15. 14:14
569,오늘은 면접을 위한 워치,"얼마만의 면접인지 너무 떨리네요








원피스 잘 안입는데 퇴근하고 면접이 있어서원피스입고 밀레와 함께했네요 괜히 벌써부터 떨리는 하루네요~ 다들 오늘 하루도 더운데 홧팅하세욥",2021.07.15. 12:54
570,역시 여름에는 메탈스트랩이네요,투명스트랩도 여름에 좋긴한데 개인적으로는 메탈스트랩이 좀더 애플에 잘 어울리는거 같아요ㅎㅎ,2021.07.15. 12:45
571,오늘의 아재워치~,"링블은 참 이뻐요~



 














오랫만의 단독 오늘의 워치? 실험 하느라ㅎ 시간이 났네요!!!



 














스샷!! 인포그래프는 사랑입니다~~~",2021.07.15. 11:10
572,이열치열,그거 아시죠? 진짜는 더운날씨에 가죽스트랩을 껴야 되는거를,2021.07.15. 10:52
573,시침분침 시계 넘 불편해서 ㅜㅜ,누아르 페이스 좋아서 워치 사놓곤 보기어려워서 그냥 숫자 시계로 ㅜㅜ배경은 저~~~번이 아사모에서 받은건데 유용하게 잘 쓰고있습니당 공유해주신분 감사드립니다 (_ _)​,2021.07.15. 10:44
574,목요일 워치입니다 😊,"​네.. 오늘도 더워요..​



 














​​",2021.07.15. 10:43
575,서울 32도네요.,시원한 밀레니즈루프 🥵,2021.07.15. 10:27
576,오늘의워치!!!!,오늘의워치입니다!!오늘 날씨 실화인가요..??? ㅎㅎㅎㅎ,2021.07.15. 10:17
577,페이스 바꾼 오늘의 워치 :),​웃기지마라님 페이스 보고 저도 응용해서 꾸며봤습니다!!watchsmith랑 Inscribed로 했어요!​,2021.07.15. 06:18
578,커플 워치.,"그라파44mm + 링블 & 로골40mm + 짭레저랑 와이프 워치예요.​왜 여성분들 큐빅케이스에 슬림밀레 하시는줄 알겠음… 링블 옆에서도 안죽는 포스네요;;;​



 














재탕이지만 오늘 여기에 나란히 밥먹여야겠어요ㅎ",2021.07.14. 21:24
579,카카오 워치 거치대?,하늘색은 3월부터 쓰고 있고분홍색은 오늘 왔네요.​둘다 싸게 사서 좋아요ㅎ,2021.07.14. 18:44
580,링블 사고싶어 미치겠습니다,정품 사고싶은데 진짜 너무 비싸요​웬만한 워치6 값이니..​거지라 돈이 없어서 ㄷㄱ이랑 ​이곳 중고매물 보는데 ​매물이 나와도 막상 연락 하기 꺼려지고..​다다음달에 생일인데 그때 생일선물로 노릴까​생각하다가 그러기엔 또 아깝고.. 어휴​막상 또 사면 후회 될 거 같고..​고민입니다​,2021.07.14. 17:03
581,여름 밴드의 끝은 무엇일까요?,개인적으로는 스포츠루프 한 표입니다.,2021.07.14. 15:45
582,회사 조퇴길에 올리는 오느레 워치,"건물에 밀접접촉자가 나왔다구해서급재택 시행으루 조퇴하는 길에 올리는,,,,​오늘은 오랜만에 밀레니즈루프 앤틱화이트 색상을껴보았숩니다!❤️‍🔥​요거 맨 처음 줄질루 구매했던건데점점 다른게 눈에들어오면서 별로여서 방치해두다가..오늘 치마가 그레이빛이라 깔맞춤으로 껴봤는데올만에 끼니 넘이뿌더라그여🤍역시 이래서 스트랩은 많이많이 사놔야해여..(합리화중ㅎ^^)
