,내용,등록일
294,주로 한글파일을 사용해서 키보드커버 선택했는데 생각보다 너무 좋음스크린 키보드하다가 진짜 키보드로 하니깐 타자속도가 훨씬 더 빨라졌고 키감도 진짜 쫀득하게 괜찮아요근데 사용하면서 2가지 문제점이 있는데 일단 타자치다가 트랙패드 건드려서 커서위치가 바뀔때 가끔 있던데 이게 은근 빡침몇몇 사람들은 트랙패드 꺼두고 블루투스 마우스 이용할듯그리고 유튜브사용할때 PC처럼 키보드 방향키로 10초 넘김이 안되네 요 스페이스바로 멈추는것도 안됨이건 유튜브어플에서 업데이트해줘야할듯 안정된 구조로 여러 각도 조절가능 생각보다 진짜 튼튼했어요S펜 수납하는 곳은 이렇게 튀어나와있어요 튀어나온 구조때문에 걱정했는데 눕혔을때 살짝 경사지게해서 평평할때보다 오히려 필기할때 더 좋은듯필기감은 좋은데 글씨는 못씀,2020.09.02. 17:53
295,그 동안 아이패드 프로 2 사용했었어요이번에 탭 s7 나온거 보고 와 좋다싶어서 샀거든요키보드 커버 10월에야 오는건 그렇다 칩니다화나지만 어디 화풀이 할 곳도 없고누구 총대매면 고소할 수는 없나요정식판매는 되고 있다면서요암튼근데 이 놈이 와이파이를 잘 못 잡는 것 같은 느낌적인 느낌옆에 아이패드는 멀쩡한데이 미묘한 버벅거림은 뭘까요뭐라 말하긴 그런데 찜찜하게 뭔가 버벅거린단 말이져아이패드는 몇 년 전 모델인데도 쌩쌩 나르는 구만아이패드를 딸이 가져가기로 해서도저히 불편해서지금 와이파이공유기를 14만원이나 주고 주문해 놓았습니다자꾸 아들램도 와이파이가 왔다갔다하네 어쩌고 해서요근데 아이패드는 멀쩡히 잘 잡는 것으로 보아 삼성탭 문제인 것 같은데열받아서 사 모으던 삼성주식 확 다 팔까 고민됩니다수익도 안 나고 있구만,2020.09.02. 14:38
296,쿠팡사전구매로 24일인가 월요일에 바로 받았습니다휨테스트명함 쑤셔넣으면 들어가긴함녹조밝기 10정도 가면 특정부분이 도드라진게 아닌전체적으로 살짝 녹색끼가 도는게 보이는듯함어두운데서 넷플릭스 보면 이게 녹조인지 본래 화면색인지눈이 사시인가 분간을 잘 못하겠음주황멍 이것도 눈이 이상한지  안보임빛샘 어두운데서 검정 회색 화면뛰우고 밝기 최고최저해도 잘 안보임 삼성멤버스에서 간단한 점검해봤는데이상은 없네요 터치 밀리는 느낌도 없고영상감상하고 단순 회사드라이브 공유문서 수정이나피디에프 파일정도 보는데 피디에프파일 확대하몀살짝 끊기는 느낌이 있긴함그외 뭐 실행하다 멈춘다던가 잠금화면 번쩍한다던가그런거두 없구요전 전체적으로 좀 무감한 편이라 크게 뭘 못느끼겠네요화질은 매우 만족하고 있고 펜은 본래 잘 안써서모르겠네요키보드케이스도 받아서 써봤는데 키감 스텐드 만족뒤에 펜툭튀 때문에 바닥에 놓고 쓰는게 불편 가로형 스텐드를 하나 구매해야겠네요저는 양품받은건지 제가 검사를 제대로 못한건지몰라도 딱히 크게 이상은 없는거 같습니다차후 소프트웨어 업데이트로 좀더 잡아주면 괜찮을거같네요제가 검수한 방법이 잘못된게 있거나더 검사해봐야 할게 있을까요,2020.09.02. 01:57
297,아 s7진짜 너무하네요 진짜 이걸 90만원이라는 거금을 주고 사야되는물건인가싶습니다lte 샀는데 받자마자 확인해보니 약간 휨있음 센터가보니 명함2장안들어간다고 단칼거절금속노존지 뭔지 서비스도 개엉망 해결도 못해줄거면서 2시간 기다림 사람이 많은게아니라 기냥 기다림 인천 미추홀센터점 가지마세요  하는말이 아이패드는 이거보다 더심하다고함 이게 할소린가돈을내고 양품을 받는게 사용자의 권리아니냐고물어보니 이건 양품에 속한다고 함하도 어이가없어서 디스플레이되어있는 s7으로보니 그건 휨없이 말끔하데 배경화면을 기존배경화면이아닌 다운로드 배경화면 설정시 화면이 간헐적으로 깜박임 이것도 처음에는 기본배경화면에서는 문제없으니 이상없다고함 배경화면을 바꿀수있는 기능을 다 만들어놓고 이걸 사용못하게하는게 말이되냐고 기사님은 핸드폰배경화면 기본으로 해놓냐고 따짐그제서야 좀더 문의 해보겠다고함 내 관점에서는 패널문젠데 소프트웨어 문제라고함 90퍼센트는 향후 업데이트로 해결된다고환불요구하는게아니고 양품으로 교환해달라고 말하니 제가 다음 물건 받아서 또 이렇게 찾아올수있는데 그럴수 없다고함그래서 우선 다시 갖고옴 집에서 공장초기화후 다시 시도해보니 역시 마찬가지폰도 엘지만쓰다가 처음으로 삼성제품써보는데 서비스고 뭐고 개판이네요  향후 소프트웨어 업데이튼지 뭔지 하는거보고 안되면 그걸로 해결안되면 한번 더 가서 따져야 겠어요초기불량 문제 매우 많은 거 같은데 이거 회사상대로 함께 대응하는 그런 거 없나요 개인이 하니까 말을해도 들어주질않네요,2020.09.02. 00:07
298,인조가죽 느낌이면서 단단한 것이 안정감 있어서 마감이 참 마음에 드네요 다만 펜덮개가 있어서 바닥에 놓고 쓸때는 가로로 쓰면 괜찮으나 세로로 둘수가 없어서 불편하네요 또 네이버 카페앱은 가로세로 회전이 되긴하는데 글 작성시에는 세로로밖에 안되서 매우 불편함 앱 최적화를 하다만것 같네요 포고핀 연결되는 부위도 그런대로 괜찮습니다 일단 키보드 타건감이 얇고 가벼운 키보드 중에선 탑급 같네요아이패드 폴리오는 뭔가 쑥쑥 들어가는 느낌이 별로 였는데 갤탭 키보드는 노트북 같아서 좋네요  다만 원가 20만원 가까이 되는건데 패키징이 너무 구리더군요 5만원에 할인 받아서 샀으니 다행이지 원가로 사면 뭔가 황당할 패키징이네요 중고로 팔아도 풀박없어도 되서 편하겠네요 패키징은 참 저렴이 입니다혹 할인가말고 원가로 사면 다를까요총평  키감은 얇은거 치고 굉장히좋다무게가 매우 가볍다뒷면 케이스는 펜덮개도 단단해서 눕혀서 필기해도 매우 안정적이다 다만 세로로 쓰려면 케이스를 벗겨내야함 케이스 자체가 필기가 아니라 키보드 위주로 설계된 것이라 그런듯패키징이 너무 저렴하다,2020.09.01. 23:54
299,힐링 저반사 종이질감 강화유리필름스코 측면후면카메라 필름젤리케이스 스테러 S펜여러가지 끼워보다가 결국 요롷게 세팅을 했어요아마 젤리케이스는 거의 벗기지 않을것 같긴 해요 그냥 아무것도 안끼우고 필름만 붙여두기엔 뭔가 너무 불안불안하고 사제 스냅 케이스는 너무 두껍고 무겁더라구요대개 사무실에 놓고 문서읽기용으로만 쓸거라 결국엔 종이질감 강화유리젤리케이스만 쓴 꼴이네요  키보드 케이스도 샀는데 이번에 사용중인 사무실 키보드가 멀티페어링을 지원해서 쓸 일이 없네요LTE 버전도 괜히 샀나 싶어요 허허젤리케이스가 가볍고 사이드 보호되고 간편하고 조금 더러워지면 갈아끼우기도 부담없네요 촉감이 적당히 끈끈해서 미끌어질 위험이 적네요  ,2020.09.01. 22:46
300, s6 도 정말 만족하면서 사용했었는데 단 한가지 화면이 조금만 더 컸으면 좋겠다는 아쉬움이 있었어요 120hz 주사율과 124인치 화면으로 넘어왔는데 필기감은 정말 넘사벽입니다노트쉘프 필기감도 좋은 편이지만 자사앱인 삼성노트가 훨씬 좋네요pdf 필기는 노트쉘프로 하고 있었지만 필기감 차이로 삼성노트로 갈아탈 예정입니다 왼쪽은 기본 s펜 오른쪽은 라미 s펜으로 필기구 하나씩 다 써봤는데반응 속도는 3번째 샤프가 젤 맘에 드네요그리고 저기 체크란이 생기던데 저게 무슨 기능인지 아시는 분 계신가요누르면 체크되는데 체크 전 후 차이를 도통 모르겠네요,2020.09.01. 20:58
301,진짜 노트북 쓰는거 같아요 타건감도 진짜 좋습니다  키보드랑 북커버랑 고민 많이 했었는데 굿굿굿  ,2020.09.01. 19:49
302,어제 배송이 와서 하루 사용해 봤습니다 실버블랙 커버 조합갤탭은 실버지만 때타는게 싫어서 북커버는 블랙으로 했는데 나쁘지 않네요다만 보기에 재질은 그닥 고급스러워 보이지 않습니다패턴 문양 같은걸 넣었으면 어땠을까 싶네요 얇고 슬림하다아이패드 사용할때는 사제 튼튼한 커버 씌웠더니 두께도 두꺼워지고 너무 무겁더라구요갤탭은 좀 돈이 비싸도 정품 북커버로 해야겠다 싶어 샀는데 실제로 갤탭의 얇은 느낌을 그대로 유지해줘서 만족스럽네요만져보니 나름 견고한 느낌이라 불안하지 않게 쓸수 있을거 같구요 자력은 충분하다앞면 커버만 손으로 들고 흔들어도 견고한 느낌을 줘서 안심이네요실생활에서 이렇게 쓸 일이 없으니 이정도면 합격입니다그리고 갤탭s6 북커버의 경우 가방에 넣을때 앞면 커버가 이리저리 쉽게 밀려서화면이 켜져 있는 상태가 되어 있을때가 있었다는 후기를 봤었는데7용 북커버는 그럴 일이 없어보여 안심입니다 s펜 거치는 살짝 불만북커버 접히는 부분에 s펜 거치대가 있어서 휴대시 안심이긴한데자력이 그닥 강하지는 않더라구요문제는 세로모드로 놓고 볼때 앞면 커버를 접어 뒤로 하게 되잖아요이때 가운데 끼운 s펜이 너무 쉽게 툭 떨어지더라구요그리고 이때 접는 부분의 두께가 있어서 반대쪽은 낮아지는지라s펜을 뒷면에 붙여서 높이를 만들어줘야 어느정도 수평이 맞더라구요 측면 보호필름을 붙일지 고민중커버가 살짝 튀어나오는 형태라 측면이 어느정도는 보호가 되겠지만제대로 하려면 보호필름 붙여야할까 생각되네요근데 잘 떨어질거 같기도 해서 어쩔까 고민중  결론키보드 커버가 무겁기도 하니 사제 커버 가벼운거 달아줄까 했었는데시중에 파는 사제 커버들이 하나같이 두껍고 무거워서 별로였네요가격이 좀 비싸긴 해도 확실히 정품 북커버를 사길 잘했다는 생각이 듭니다,2020.09.01. 10:43
303,아이폰 10년째 사용중이라 패드도 아이패드 쓰다가 최근에 아이폰 갤탭 조합으로 쓰는데 오히려 제가 쓰는 용도에서는 갤캡이 더 편하고 좋네요특히 분할로 앱 쓰는게 너무 좋아요 서브모니터로 활용했을 때 비율도 더 나은 것 같네요 가끔 사진 전송할 때랑 각종 앱에서 아이디랑 비밀번호 편하게 쓰던거 빼고는 훨씬 마음에 들어요  앞으로도 계속 탭으로 갈 것 같네요 ,2020.08.31. 23:58
304,탭S7플러스사용하다 탭S7로 바꾸고싶다는생각드시는분있나요생각보다 넘 크네요,2020.08.31. 22:39
305,회선 초과로 신청하느라 하루보내고회선 추가해서 데이터나눠쓰기 했는데 인터넷이 안되네요기기 결함이려나요,2020.08.31. 18:53
306,사용기기 갤럭시탭 s71 저반사필름 모니터도 논글래어를 선호하는 지라 노트북 태블릿종류는 저반사필름을 부착해왔습니다 영상보다 가 셀프아이컨택 시 눙물   사은품으로 온 올레포빅 필름이 쨍한맛은 있으나 핸드폰보다 대화면인지라 눈이 부셔서  공홈에서 저반사필름 구입 부착점에서 공임비 4000원으로 깔끔하게 부착해주셨습니다 장점 눈뽕과 지문으로부터 해방 단점 화질저하 흰 바탕화면 자글자글과의 조우팁 1 공홈서 구입할 경우 공홈 내 다른제품 30 동일제품 50 쿠폰을 줍니다2  본사 이전으로 배송이 한동안 오래걸림 2 라미펜 카페에서 알게된 혜자상품으로 동네 디플에 노트10케이라고 말하기도 전에 라미요 많아요라는 답변을 받고 헐레벌떡 구입 신형이 나왔지만 저렴하니까그치만 내폰은 놋10이아닌걸 그립감 및 필기감은 뚜껑끼면 무겁고 빼면 좋다 필기 시 기본펜보다는 흐릿 하다 는 느낌 3 젤리 케이스 키보드커버 신청 후 임시로 산 케이스 무난무난 필름이 정확히 각이 안맞으면 조금 움 키커야 빨리와다오   4 기타1 스냅케이스 충격보호는 의구심이 드나 예쁨 펜꽂이에 라미펜은 좀 버거운느낌 키보드커버씌우고도 공간괜찮을듯 2 정품충전기45w 에서 주문시 블랙품절로 휜둥이보내줌 충전은 참 빠르고 좋습니다 카페에서 정보를 많이 얻고 있어 미약하지만 후기 올려봅니다 제품 선택에 도움이 되시길 바랍니다 ,2020.08.31. 18:11
